"PRODUCT","name_mapping","name"
"Pokemon Ranger - 104/114 (Championship Promo)","pokemon ranger",NA
"Pokemon Ranger - 104/114 (Regional Championship Promo) [Staff]","pokemon ranger",NA
"Politoed - 7/95 (League Promo)","politoed","Politoed"
"Politoed - 7/95 (League Promo) [Staff]","politoed","Politoed"
"Poliwag - 58/95 (League Promo)","poliwag","Poliwag"
"Poliwag - 58/95 (League Promo) [Staff]","poliwag","Poliwag"
"Poliwhirl - 37/95 (State Championship Promo)","poliwhirl","Poliwhirl"
"Poliwhirl - 37/95 (State Championship Promo) [Staff]","poliwhirl","Poliwhirl"
"Poliwrath - 21/95 (League Promo)","poliwrath","Poliwrath"
"Poliwrath - 21/95 (League Promo) [Staff]","poliwrath","Poliwrath"
"Primarina - 41/149 (League Promo)","primarina","Primarina"
"Professor Elm's Lecture - 188/214 (Regional Championship Promo)","professor elm's lecture",NA
"Professor Elm's Lecture - 188/214 (Regional Championship Promo) [Staff]","professor elm's lecture",NA
"Professor Elm's Lecture - 188a/214 (League Promo) [1st Place]","professor elm's lecture",NA
"Professor Elm's Lecture - 188a/214 (League Promo) [2nd Place]","professor elm's lecture",NA
"Professor Elm's Lecture - 188a/214 (League Promo) [3rd Place]","professor elm's lecture",NA
"Professor Elm's Lecture - 188a/214 (League Promo) [4th Place]","professor elm's lecture",NA
"Professor Elm's Training Method - 100/123 (League Promo)","professor elm's training method",NA
"Professor Kukui - 128/149 (Regional Championship Promo)","professor kukui",NA
"Professor Kukui - 128/149 (Regional Championship Promo) [Staff]","professor kukui",NA
"Professor Oak's New Theory - 101/123 (League Promo)","professor oak's new theory",NA
"Professor's Letter - 123/146 (League Promo)","professor's letter",NA
"Professor's Research - 178/202 (Regional Championship Promo)","professor's research",NA
"Psychic Energy - 109/114 (Play! Pokemon Promo)","psychic energy",NA
"Psychic Energy - 92/95 (Play! Pokemon Promo)","psychic energy",NA
"Psychic Energy (2005 Unnumbered)","psychic energy",NA
"Psychic Energy (2006-2007 League Promo)","psychic energy",NA
"Psychic Energy (2007 Unnumbered D/P Style Non-Holo)","psychic energy",NA
"Psychic Energy (2007-2008 League Promo)","psychic energy",NA
"Psychic Energy (2009 Unnumbered POP Promo)","psychic energy",NA
"Psychic Energy (2010 Play! Pokemon Promo)","psychic energy",NA
"Psychic Energy (2010 Unnumbered HGSS Style Non-Holo)","psychic energy",NA
"Psychic Energy (2011 Play! Pokemon Promo)","psychic energy",NA
"Psychic Energy (2011 Pokemon League Promo)","psychic energy",NA
"Psychic Energy (2011 Unnumbered)","psychic energy",NA
"Psychic Energy (WotC 2002 League Promo)","psychic energy",NA
"Pumpkaboo - 56/146 (League Promo) [1st Place]","pumpkaboo","Pumpkaboo"
"Pumpkaboo - 56/146 (League Promo) [2nd Place]","pumpkaboo","Pumpkaboo"
"Pumpkaboo - 56/146 (League Promo) [3rd Place]","pumpkaboo","Pumpkaboo"
"Pumpkaboo - 56/146 (League Promo) [4th Place]","pumpkaboo","Pumpkaboo"
"Quick Ball - 179/202 (League Promo)","quick ball",NA
"Quick Ball - 179/202 (League Promo) [Staff]","quick ball",NA
"Raichu - 41/147 (League Promo) [1st Place]","raichu","Raichu"
"Raichu - 41/147 (League Promo) [2nd Place]","raichu","Raichu"
"Raichu - 41/147 (League Promo) [3rd Place]","raichu","Raichu"
"Raichu - 41/147 (League Promo) [4th Place]","raichu","Raichu"
"Rainbow Energy - 104/123 (League Promo)","rainbow energy",NA
"Rainbow Energy (WotC League Promo)","rainbow energy",NA
"Rare Candy - 142/168 (League Promo)","rare candy",NA
"Rare Candy - 142/168 (League Promo) [Staff]","rare candy",NA
"Rare Candy - 82/95 (League Promo)","rare candy",NA
"Rayquaza - 22/107 (2004-2005 Gym Challenge)","rayquaza","Rayquaza"
"Recycle Energy (WotC 2002 League Promo)","recycle energy",NA
"Regice (League Promo)","regice","Regice"
"Regigigas - 84/111 (League Promo) [1st Place]","regigigas","Regigigas"
"Regigigas - 84/111 (League Promo) [2nd Place]","regigigas","Regigigas"
"Regigigas - 84/111 (League Promo) [3rd Place]","regigigas","Regigigas"
"Regigigas - 84/111 (League Promo) [4th Place]","regigigas","Regigigas"
"Regirock (League Promo)","regirock","Regirock"
"Registeel - 68/111 (League Promo)","registeel","Registeel"
"Rescue Stretcher - 130a/145 (League Promo)","rescue stretcher",NA
"Reverse Valley (Championship Promo)","reverse valley",NA
"Reverse Valley (Championship Promo) [Staff]","reverse valley",NA
"Rillaboom - 014/202 (League Promo)","rillaboom","Rillaboom"
"Roseanne's Research (League Promos)","roseanne's research",NA
"Salamence - 8/20 (Regional Championship Promo)","salamence","Salamence"
"Salamence - 8/20 (Regional Championship Promo) [Staff]","salamence","Salamence"
"Salandit (Collection Promo)","salandit","Salandit"
"Scyther - 4/108 (League Promo) [1st Place]","scyther","Scyther"
"Scyther - 4/108 (League Promo) [2nd Place]","scyther","Scyther"
"Scyther - 4/108 (League Promo) [3rd Place]","scyther","Scyther"
"Scyther - 4/108 (League Promo) [4th Place]","scyther","Scyther"
"Seeker - 88/102","seeker",NA
"Shelmet - 8/111 (League Promo) [1st Place]","shelmet","Shelmet"
"Shelmet - 8/111 (League Promo) [2nd Place]","shelmet","Shelmet"
"Shelmet - 8/111 (League Promo) [3rd Place]","shelmet","Shelmet"
"Shelmet - 8/111 (League Promo) [4th Place]","shelmet","Shelmet"
"Shelmet (Championship Promo)","shelmet","Shelmet"
"Shelmet (Championship Staff Promo)","shelmet","Shelmet"
"Skarmory FB (League Promo)","skarmory","Skarmory"
"Skyla (League Promo)","skyla",NA
"Slowking (Cosmos Holo)","slowking","Slowking"
"Snivy (1) (League Promo)","snivy","Snivy"
"Snorlax (33) (League Promo)","snorlax","Snorlax"
"Solrock - 64/146 (League Promo) [1st Place]","solrock","Solrock"
"Solrock - 64/146 (League Promo) [2nd Place]","solrock","Solrock"
"Solrock - 64/146 (League Promo) [3rd Place]","solrock","Solrock"
"Solrock - 64/146 (League Promo) [4th Place]","solrock","Solrock"
"Spiritomb (League Promo)","spiritomb","Spiritomb"
"Squirtle (City Championship Promo)","squirtle","Squirtle"
"Steelix - 24/95 (Pokemon League Promo)","steelix","Steelix"
"Steven's Resolve (League Promo)","steven's resolve",NA
"Suicune - 19/132 (Cracked Ice Holo)","suicune","Suicune"
"Tepig (15) (League Promo)","tepig","Tepig"
"Tepig (Cosmos Holo)","tepig","Tepig"
"Tierno (League Promo)","tierno",NA
"Torchic (City Championship Promo)","torchic","Torchic"
"Torchic (City Championship Promo) [Staff]","torchic","Torchic"
"Torracat (Cosmos Holo)","torracat","Torracat"
"Torterra - 9/156 (League Promo)","torterra","Torterra"
"Torterra (Cracked Ice Holo)","torterra","Torterra"
"Training Center (League Promo)","training center",NA
"Tropius - 5/101 (National Championship Promo)","tropius","Tropius"
"Tropius - 5/101 (National Championship Promo) [Staff]","tropius","Tropius"
"Tsareena - 20/149 (League Promo) [1st Place]","tsareena","Tsareena"
"Tsareena - 20/149 (League Promo) [2nd Place]","tsareena","Tsareena"
"Tsareena - 20/149 (League Promo) [3rd Place]","tsareena","Tsareena"
"Tsareena - 20/149 (League Promo) [4th Place]","tsareena","Tsareena"
"Turtwig (Cosmos Holofoil)","turtwig","Turtwig"
"Ultra Ball - 68a/73 (League Promo)","ultra ball",NA
"Ultra Ball - 68a/73 (League Promo) [Staff]","ultra ball",NA
"Ultra Ball (NA Championship Promo)","ultra ball",NA
"Ultra Ball (NA Championship Promo) [Staff]","ultra ball",NA
"Umbreon - 60/108 (Regional Championship Promo)","umbreon","Umbreon"
"Umbreon - 60/108 (Regional Championship Promo) [Staff]","umbreon","Umbreon"
"Underground Expedition (League Promo)","underground expedition",NA
"Unfezant (League Promo)","unfezant","Unfezant"
"Uxie (League Promo)","uxie","Uxie"
"Vaporeon - 25/108 (State, Province Championship 2013 Promo)","vaporeon","Vaporeon"
"Vaporeon - 25/108 (State, Province Championship 2013 Promo) [Staff]","vaporeon","Vaporeon"
"Venusaur - 28/100 (Regional Championship Promo)","venusaur","Venusaur"
"Victory Medal - Autumn 2008-2009 (Victory Medals Promo)","victory medal autumn",NA
"Victory Medal - Spring 2008-2009 (Victory Medals Promo)","victory medal spring",NA
"Vikavolt (League Promo)","vikavolt","Vikavolt"
"Volcanion (League Promo)","volcanion","Volcanion"
"Volcarona - 15/114 (League Promo) [1st Place]","volcarona","Volcarona"
"Volcarona - 15/114 (League Promo) [2nd Place]","volcarona","Volcarona"
"Volcarona - 15/114 (League Promo) [3rd Place]","volcarona","Volcarona"
"Volcarona - 15/114 (League Promo) [4th Place]","volcarona","Volcarona"
"Volkner - 135a/154 (League Challenge) [1st Place]","volkner",NA
"Volkner - 135a/154 (League Challenge) [2nd Place]","volkner",NA
"Volkner - 135a/154 (League Challenge) [3rd Place]","volkner",NA
"Volkner - 135a/154 (League Challenge) [4th Place]","volkner",NA
"Warp Point (League Promo)","warp point",NA
"Wartortle (States Championship Promo)","wartortle","Wartortle"
"Watchog (League Promo)","watchog","Watchog"
"Water Energy - 90/95 (Play! Pokemon Promo)","water energy",NA
"Water Energy (107/114 - Play! Pokemon Promo)","water energy",NA
"Water Energy (2005 Unnumbered)","water energy",NA
"Water Energy (2006-2007 League Promo)","water energy",NA
"Water Energy (2007 Unnumbered D/P Style Non-Holo)","water energy",NA
"Water Energy (2007-2008 League Promo)","water energy",NA
"Water Energy (2009 Unnumbered POP Promo)","water energy",NA
"Water Energy (2010 Play! Pokemon Promo)","water energy",NA
"Water Energy (2010 Unnumbered HGSS Style Non-Holo)","water energy",NA
"Water Energy (2011 Play! Pokemon Promo)","water energy",NA
"Water Energy (2011 Pokemon League Promo)","water energy",NA
"Water Energy (2011)","water energy",NA
"Water Energy (WotC 2002 League Promo)","water energy",NA
"Welder - 189a/214 (Regional Championship Promo)","welder",NA
"Welder - 189a/214 (Regional Championship Promo) [Staff]","welder",NA
"Whirlipede (League Promo)","whirlipede","Whirlipede"
"Whismur - 73/106 (City Championship)","whismur","Whismur"
"Wimpod (Collection Promo)","wimpod","Wimpod"
"Xerneas (Steam Siege League Promo)","xerneas","Xerneas"
"Yveltal (Steam Siege League Promo)","yveltal","Yveltal"
"Zebstrika - 42/114 (League Promo)","zebstrika","Zebstrika"
"Zebstrika - 82/214 (League Promo) [1st Place]","zebstrika","Zebstrika"
"Zebstrika - 82/214 (League Promo) [2nd Place]","zebstrika","Zebstrika"
"Zebstrika - 82/214 (League Promo) [3rd Place]","zebstrika","Zebstrika"
"Zebstrika - 82/214 (League Promo) [4th Place]","zebstrika","Zebstrika"
"Zygarde (Cosmos Holo)","zygarde","Zygarde"
"Zygarde (League Promo)","zygarde","Zygarde"
"Aerodactyl","aerodactyl","Aerodactyl"
"Alakazam EX","alakazam","Alakazam"
"Alakazam EX (Full Art)","alakazam","Alakazam"
"Alakazam EX (Secret)","alakazam","Alakazam"
"Alakazam Spirit Link","alakazam","Alakazam"
"Altaria EX","altaria","Altaria"
"Altaria EX (Full Art)","altaria","Altaria"
"Altaria Spirit Link","altaria","Altaria"
"Audino EX","audino","Audino"
"Audino Spirit Link","audino","Audino"
"Barbaracle","barbaracle","Barbaracle"
"Bent Spoon","bent spoon",NA
"Binacle","binacle","Binacle"
"Braixen","braixen","Braixen"
"Bronzong","bronzong","Bronzong"
"Bronzong BREAK","bronzong","Bronzong"
"Bronzor","bronzor","Bronzor"
"Burmy","burmy","Burmy"
"Carbink (49)","carbink","Carbink"
"Carbink (50)","carbink","Carbink"
"Carbink BREAK","carbink","Carbink"
"Chaos Tower","chaos tower",NA
"Cinccino (88)","cinccino","Cinccino"
"Cinccino (89)","cinccino","Cinccino"
"Cottonee","cottonee","Cottonee"
"Deerling","deerling","Deerling"
"Delphox","delphox","Delphox"
"Delphox BREAK","delphox","Delphox"
"Devolution Spray","devolution spray",NA
"Dewgong","dewgong","Dewgong"
"Diancie EX","diancie","Diancie"
"Diglett","diglett","Diglett"
"Dome Fossil Kabuto","dome fossil kabuto",NA
"Double Colorless Energy","double colorless energy",NA
"Duosion","duosion","Duosion"
"Energy Pouch","energy pouch",NA
"Energy Reset","energy reset",NA
"Exploud","exploud","Exploud"
"Fairy Drop","fairy drop",NA
"Fairy Garden","fairy garden",NA
"Fennekin (10)","fennekin","Fennekin"
"Fennekin (11)","fennekin","Fennekin"
"Fossil Excavation Kit","fossil excavation kit",NA
"Genesect EX","genesect","Genesect"
"Genesect EX (Full Art)","genesect","Genesect"
"Glaceon EX","glaceon","Glaceon"
"Glaceon EX (Full Art)","glaceon","Glaceon"
"Gothita","gothita","Gothita"
"Grumpig","grumpig","Grumpig"
"Hawlucha","hawlucha","Hawlucha"
"Helix Fossil Omanyte","helix fossil omanyte",NA
"Jigglypuff","jigglypuff","Jigglypuff"
"Kabuto","kabuto","Kabuto"
"Kabutops","kabutops","Kabutops"
"Kangaskhan","kangaskhan","Kangaskhan"
"Kingdra EX","kingdra","Kingdra"
"Kingdra EX (Full Art)","kingdra","Kingdra"
"Koffing","koffing","Koffing"
"Larvitar (40)","larvitar","Larvitar"
"Larvitar (41)","larvitar","Larvitar"
"Lass's Special","lass's special",NA
"Loudred","loudred","Loudred"
"Lucario (47)","lucario","Lucario"
"Lucario (63)","lucario","Lucario"
"Lugia","lugia","Lugia"
"Lugia BREAK","lugia","Lugia"
"M Alakazam EX","alakazam","Alakazam"
"M Alakazam EX (Full Art)","alakazam","Alakazam"
"M Altaria EX","altaria","Altaria"
"M Altaria EX (Full Art)","altaria","Altaria"
"M Audino EX","audino","Audino"
"Mandibuzz","mandibuzz","Mandibuzz"
"Marowak","marowak","Marowak"
"Mega Catcher","mega catcher",NA
"Meowth","meowth","Meowth"
"Mew","mew","Mew"
"Minccino (86)","minccino","Minccino"
"Minccino (87)","minccino","Minccino"
"Moltres","moltres","Moltres"
"Mothim","mothim","Mothim"
"Mr. Mime","mr. mime","Mr. Mime"
"N (Supporter)","n",NA
"Old Amber Aerodactyl","old amber aerodactyl",NA
"Omanyte","omanyte","Omanyte"
"Omastar","omastar","Omastar"
"Omastar BREAK","omastar","Omastar"
"Pokemon Fan Club","pokemon fan club",NA
"Power Memory","power memory",NA
"Pupitar","pupitar","Pupitar"
"Random Receiver","random receiver",NA
"Regirock EX","regirock","Regirock"
"Reuniclus","reuniclus","Reuniclus"
"Riolu (45)","riolu","Riolu"
"Riolu (46)","riolu","Riolu"
"Rotom","rotom","Rotom"
"Scorched Earth","scorched earth",NA
"Seel","seel","Seel"
"Serperior","serperior","Serperior"
"Servine","servine","Servine"
"Shauna","shauna",NA
"Shuckle","shuckle","Shuckle"
"Snivy","snivy","Snivy"
"Snorlax","snorlax","Snorlax"
"Snubbull","snubbull","Snubbull"
"Solosis","solosis","Solosis"
"Spoink","spoink","Spoink"
"Strong Energy","strong energy",NA
"Team Rocket's Handiwork","handiwork",NA
"Team Rocket's Handiwork (Full Art)","handiwork",NA
"Tyranitar","tyranitar","Tyranitar"
"Ultra Ball","ultra ball",NA
"Umbreon EX","umbreon","Umbreon"
"Umbreon EX (Full Art)","umbreon","Umbreon"
"Vullaby","vullaby","Vullaby"
"Weezing","weezing","Weezing"
"Whimsicott","whimsicott","Whimsicott"
"Whismur","whismur","Whismur"
"White Kyurem","white kyurem","White Kyurem"
"Wigglytuff","wigglytuff","Wigglytuff"
"Wormadam (3)","wormadam","Wormadam"
"Wormadam (44)","wormadam","Wormadam"
"Wormadam (59)","wormadam","Wormadam"
"Zygarde (52)","zygarde","Zygarde"
"Zygarde (53)","zygarde","Zygarde"
"Zygarde EX","zygarde","Zygarde"
"Blitzle (12)","blitzle","Blitzle"
"Blitzle (26)","blitzle","Blitzle"
"Ducklett (24)","ducklett","Ducklett"
"Ducklett (7)","ducklett","Ducklett"
"Eevee","eevee","Eevee"
"Electabuzz (15)","electabuzz","Electabuzz"
"Electabuzz (23)","electabuzz","Electabuzz"
"Electivire (25)","electivire","Electivire"
"Electivire (4)","electivire","Electivire"
"Electrike (11)","electrike","Electrike"
"Electrike (28)","electrike","Electrike"
"Fletchling","fletchling","Fletchling"
"Froakie (11)","froakie","Froakie"
"Froakie (23)","froakie","Froakie"
"Frogadier (21)","frogadier","Frogadier"
"Frogadier (6)","frogadier","Frogadier"
"Glameow (1)","glameow","Glameow"
"Glameow (27)","glameow","Glameow"
"Goldeen (13)","goldeen","Goldeen"
"Goldeen (26)","goldeen","Goldeen"
"Lightning Energy (10)","lightning energy",NA
"Lightning Energy (17)","lightning energy",NA
"Lightning Energy (18)","lightning energy",NA
"Lightning Energy (2)","lightning energy",NA
"Lightning Energy (29)","lightning energy",NA
"Lightning Energy (3)","lightning energy",NA
"Lightning Energy (5)","lightning energy",NA
"Lightning Energy (6)","lightning energy",NA
"Lightning Energy (8)","lightning energy",NA
"Lightning Energy (9)","lightning energy",NA
"Manectric (13)","manectric","Manectric"
"Manectric (22)","manectric","Manectric"
"Pikachu Libre (14 - Non-Holo)","pikachu","Pikachu"
"Pikachu Libre (30 - Holo)","pikachu","Pikachu"
"Piplup","piplup","Piplup"
"Potion (15 - Suicune Deck)","potion",NA
"Potion (21 - Pikachu Libre Deck)","potion",NA
"Purugly (19)","purugly","Purugly"
"Purugly (24)","purugly","Purugly"
"Seaking (12)","seaking","Seaking"
"Seaking (25)","seaking","Seaking"
"Suicune (14 - Non-Holo)","suicune","Suicune"
"Suicune (30 - Holo)","suicune","Suicune"
"Swanna (18)","swanna","Swanna"
"Swanna (27)","swanna","Swanna"
"Taillow","taillow","Taillow"
"Tierno (20 - Pikachu Libre Deck)","tierno",NA
"Tierno (20 - Suicune Deck)","tierno",NA
"Tierno (29 - Suicune Deck)","tierno",NA
"Water Energy (1)","water energy",NA
"Water Energy (10)","water energy",NA
"Water Energy (17)","water energy",NA
"Water Energy (19)","water energy",NA
"Water Energy (2)","water energy",NA
"Water Energy (22)","water energy",NA
"Water Energy (28)","water energy",NA
"Water Energy (3)","water energy",NA
"Water Energy (5)","water energy",NA
"Water Energy (8)","water energy",NA
"Water Energy (9)","water energy",NA
"Articuno","articuno","Articuno"
"Blastoise EX","blastoise","Blastoise"
"Butterfree","butterfree","Butterfree"
"Caterpie","caterpie","Caterpie"
"Charizard EX","charizard","Charizard"
"Clefable","clefable","Clefable"
"Clefairy","clefairy","Clefairy"
"Clemont","clemont",NA
"Cloyster","cloyster","Cloyster"
"Crushing Hammer","crushing hammer",NA
"Darkness Energy","darkness energy",NA
"Diglett","diglett","Diglett"
"Dodrio","dodrio","Dodrio"
"Doduo","doduo","Doduo"
"Double Colorless Energy","double colorless energy",NA
"Dugtrio","dugtrio","Dugtrio"
"Energy Switch","energy switch",NA
"Evosoda","evosoda",NA
"Fairy Energy","fairy energy",NA
"Fighting Energy","fighting energy",NA
"Fire Energy","fire energy",NA
"Gastly","gastly","Gastly"
"Gengar","gengar","Gengar"
"Geodude","geodude","Geodude"
"Golbat","golbat","Golbat"
"Golem","golem","Golem"
"Golem EX","golem","Golem"
"Grass Energy","grass energy",NA
"Graveler","graveler","Graveler"
"Gyarados","gyarados","Gyarados"
"Haunter","haunter","Haunter"
"Hitmonchan","hitmonchan","Hitmonchan"
"Hitmonlee","hitmonlee","Hitmonlee"
"Imakuni?","imakuni?",NA
"Jolteon EX","jolteon","Jolteon"
"Jynx","jynx","Jynx"
"Krabby","krabby","Krabby"
"Leafeon EX","leafeon","Leafeon"
"Lightning Energy","lightning energy",NA
"M Blastoise EX","blastoise","Blastoise"
"M Charizard EX","charizard","Charizard"
"M Venusaur EX","venusaur","Venusaur"
"Machamp","machamp","Machamp"
"Machoke","machoke","Machoke"
"Machop","machop","Machop"
"Magikarp","magikarp","Magikarp"
"Magmar","magmar","Magmar"
"Maintenance","maintenance",NA
"Max Revive","max revive",NA
"Meowstic EX","meowstic","Meowstic"
"Meowth","meowth","Meowth"
"Metal Energy","metal energy",NA
"Metapod","metapod","Metapod"
"Mr. Mime","mr. mime","Mr. Mime"
"Ninetales EX","ninetales","Ninetales"
"Olympia","olympia",NA
"Paras","paras","Paras"
"Parasect","parasect","Parasect"
"Persian","persian","Persian"
"Pikachu","pikachu","Pikachu"
"Pinsir","pinsir","Pinsir"
"Poke Ball","poke ball",NA
"Pokemon Center Lady","pokemon center lady",NA
"Pokemon Fan Club","pokemon fan club",NA
"Ponyta","ponyta","Ponyta"
"Psychic Energy","psychic energy",NA
"Raichu","raichu","Raichu"
"Rapidash","rapidash","Rapidash"
"Red Card","red card",NA
"Revitalizer","revitalizer",NA
"Rhyhorn","rhyhorn","Rhyhorn"
"Shauna","shauna",NA
"Shellder","shellder","Shellder"
"Slowpoke","slowpoke","Slowpoke"
"Snorlax","snorlax","Snorlax"
"Tangela","tangela","Tangela"
"Tauros","tauros","Tauros"
"Team Flare Grunt","team flare grunt",NA
"Vaporeon EX","vaporeon","Vaporeon"
"Venusaur EX","venusaur","Venusaur"
"Water Energy","water energy",NA
"Zapdos","zapdos","Zapdos"
"Zubat","zubat","Zubat"
"Altaria","altaria","Altaria"
"Charizard","charizard","Charizard"
"Charmander","charmander","Charmander"
"Charmeleon","charmeleon","Charmeleon"
"Chikorita","chikorita","Chikorita"
"Dedenne","dedenne","Dedenne"
"Diancie","diancie","Diancie"
"Espurr","espurr","Espurr"
"Flabebe","flabebe",NA
"Flareon EX","flareon","Flareon"
"Flareon EX (Full Art)","flareon","Flareon"
"Fletchling","fletchling","Fletchling"
"Floette","floette","Floette"
"Floral Crown","floral crown",NA
"Froslass","froslass","Froslass"
"Gardevoir EX (Full Art)","gardevoir","Gardevoir"
"Gulpin","gulpin","Gulpin"
"Jirachi","jirachi","Jirachi"
"M Gardevoir EX (Full Art)","gardevoir","Gardevoir"
"Meowstic","meowstic","Meowstic"
"Pikachu (Full Art)","pikachu","Pikachu"
"Raichu","raichu","Raichu"
"Shroomish","shroomish","Shroomish"
"Slurpuff","slurpuff","Slurpuff"
"Snorunt","snorunt","Snorunt"
"Swablu","swablu","Swablu"
"Swirlix","swirlix","Swirlix"
"Sylveon EX","sylveon","Sylveon"
"Sylveon EX (Full Art)","sylveon","Sylveon"
"Wally","wally",NA
"Wobbuffet","wobbuffet","Wobbuffet"
"Yveltal","yveltal","Yveltal"
"Aegislash","aegislash","Aegislash"
"All-Night Party","all-night party",NA
"Arcanine","arcanine","Arcanine"
"Aromatisse","aromatisse","Aromatisse"
"Bayleef","bayleef","Bayleef"
"Blitzle","blitzle","Blitzle"
"Bursting Balloon","bursting balloon",NA
"Camerupt","camerupt","Camerupt"
"Chikorita","chikorita","Chikorita"
"Clefable","clefable","Clefable"
"Clefairy","clefairy","Clefairy"
"Cloyster","cloyster","Cloyster"
"Corsola","corsola","Corsola"
"Darkrai EX","darkrai","Darkrai"
"Darkrai EX (Full Art)","darkrai","Darkrai"
"Delinquent","delinquent",NA
"Doublade","doublade","Doublade"
"Dragalge","dragalge","Dragalge"
"Drapion","drapion","Drapion"
"Drowzee","drowzee","Drowzee"
"Ducklett","ducklett","Ducklett"
"Dunsparce","dunsparce","Dunsparce"
"Durant","durant","Durant"
"Electabuzz","electabuzz","Electabuzz"
"Electivire","electivire","Electivire"
"Emboar EX","emboar","Emboar"
"Espeon EX","espeon","Espeon"
"Espeon EX (Full Art)","espeon","Espeon"
"Espurr","espurr","Espurr"
"Ferroseed","ferroseed","Ferroseed"
"Ferrothorn","ferrothorn","Ferrothorn"
"Fighting Fury Belt","fighting fury belt",NA
"Froakie","froakie","Froakie"
"Frogadier","frogadier","Frogadier"
"Furfrou","furfrou","Furfrou"
"Gabite","gabite","Gabite"
"Garbodor","garbodor","Garbodor"
"Garchomp","garchomp","Garchomp"
"Gible","gible","Gible"
"Glameow","glameow","Glameow"
"Golduck","golduck","Golduck"
"Golduck BREAK","golduck","Golduck"
"Great Ball","great ball",NA
"Greninja","greninja","Greninja"
"Greninja BREAK","greninja","Greninja"
"Growlithe","growlithe","Growlithe"
"Gyarados EX","gyarados","Gyarados"
"Gyarados EX (Full Art)","gyarados","Gyarados"
"Gyarados EX (Secret)","gyarados","Gyarados"
"Gyarados Spirit Link","gyarados","Gyarados"
"Heatmor","heatmor","Heatmor"
"Honedge","honedge","Honedge"
"Ho-Oh EX","ho-oh","Ho-oh"
"Ho-Oh EX (Full Art)","ho-oh","Ho-oh"
"Hypno","hypno","Hypno"
"Kricketot","kricketot","Kricketot"
"Kricketune","kricketune","Kricketune"
"Lapras","lapras","Lapras"
"Lilligant","lilligant","Lilligant"
"Luxio","luxio","Luxio"
"Luxray","luxray","Luxray"
"Luxray BREAK","luxray","Luxray"
"M Gyarados EX","gyarados","Gyarados"
"M Gyarados EX (Full Art)","gyarados","Gyarados"
"M Scizor EX","scizor","Scizor"
"M Scizor EX (Full Art)","scizor","Scizor"
"Manaphy EX","manaphy","Manaphy"
"Manaphy EX (Full Art)","manaphy","Manaphy"
"Mawile","mawile","Mawile"
"Max Elixir","max elixir",NA
"Max Potion","max potion",NA
"Meganium","meganium","Meganium"
"Meowstic","meowstic","Meowstic"
"Misty's Determination","determination",NA
"Numel","numel","Numel"
"Nuzleaf","nuzleaf","Nuzleaf"
"Palkia EX","palkia","Palkia"
"Palpitoad","palpitoad","Palpitoad"
"Pancham","pancham","Pancham"
"Pangoro","pangoro","Pangoro"
"Petilil","petilil","Petilil"
"Phantump","phantump","Phantump"
"Pokemon Catcher","pokemon catcher",NA
"Potion","potion",NA
"Professor Sycamore","professor sycamore",NA
"Psychic's Third Eye","psychic's third eye",NA
"Psyduck","psyduck","Psyduck"
"Purugly","purugly","Purugly"
"Puzzle of Time","puzzle of time",NA
"Raticate","raticate","Raticate"
"Raticate BREAK","raticate","Raticate"
"Rattata","rattata","Rattata"
"Reverse Valley","reverse valley",NA
"Scizor EX","scizor","Scizor"
"Scizor EX (Full Art)","scizor","Scizor"
"Scizor Spirit Link","scizor","Scizor"
"Seedot","seedot","Seedot"
"Seismitoad","seismitoad","Seismitoad"
"Shellder (22)","shellder","Shellder"
"Shellder (23)","shellder","Shellder"
"Shiftry","shiftry","Shiftry"
"Shinx","shinx","Shinx"
"Sigilyph","sigilyph","Sigilyph"
"Skorupi","skorupi","Skorupi"
"Skrelp","skrelp","Skrelp"
"Skyla","skyla",NA
"Slowbro","slowbro","Slowbro"
"Slowking","slowking","Slowking"
"Slowpoke","slowpoke","Slowpoke"
"Splash Energy","splash energy",NA
"Spritzee","spritzee","Spritzee"
"Stantler","stantler","Stantler"
"Staryu","staryu","Staryu"
"Sudowoodo","sudowoodo","Sudowoodo"
"Suicune","suicune","Suicune"
"Swanna","swanna","Swanna"
"Tierno","tierno",NA
"Togekiss EX","togekiss","Togekiss"
"Trevenant","trevenant","Trevenant"
"Trevenant BREAK","trevenant","Trevenant"
"Trubbish","trubbish","Trubbish"
"Tympole","tympole","Tympole"
"Zebstrika","zebstrika","Zebstrika"
"Electrike","electrike","Electrike"
"Lotad","lotad","Lotad"
"Marill","marill","Marill"
"Meditite","meditite","Meditite"
"Mudkip","mudkip","Mudkip"
"Pikachu","pikachu","Pikachu"
"Rhyhorn","rhyhorn","Rhyhorn"
"Skitty","skitty","Skitty"
"Staryu","staryu","Staryu"
"Torchic","torchic","Torchic"
"Treecko","treecko","Treecko"
"Zigzagoon","zigzagoon","Zigzagoon"
"Abomasnow","abomasnow","Abomasnow"
"Aromatisse","aromatisse","Aromatisse"
"Assault Vest","assault vest",NA
"Axew (108)","axew","Axew"
"Axew (109)","axew","Axew"
"Beheeyem","beheeyem","Beheeyem"
"Braixen","braixen","Braixen"
"Braviary","braviary","Braviary"
"Brigette","brigette",NA
"Brigette (Full Art)","brigette",NA
"Bronzong","bronzong","Bronzong"
"Bronzor","bronzor","Bronzor"
"Buddy-Buddy Rescue","buddy-buddy rescue",NA
"Burning Energy","burning energy",NA
